chebi,name,definition,compound_id,type,accession_number,abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
59,9169,sisomycin,a,30772,KEGG COMPOUND accession,C00246,but,107-92-6,30772.0,"Human Metabolome Database (HMDB): Butyric acid, a four-carbon fatty acid, is formed in the human colon by bacterial fermentation of carbohydrates (including dietary fiber), and putatively suppresses colorectal cancer (CRC). Butyrate has diverse and apparently paradoxical effects on cellular proliferation, apoptosis and differentiation that may be either pro-neoplastic or anti-neoplastic, depending upon factors such as the level of exposure, availability of other metabolic substrate and the intracellular milieu. In humans, the relationship between luminal butyrate exposure and CRC has been examined only indirectly in case-control studies, by measuring fecal butyrate concentrations, although this may not accurately reflect effective butyrate exposure during carcinogenesis. Perhaps not surprisingly, results of these investigations have been mutually contradictory. The direct effect of butyrate on tumorigenesis has been assessed in a no. of in vivo animal models, which have also yielded conflicting results. In part, this may be explained by methodology: differences in the amount and route of butyrate administration, which are likely to significantly influence delivery of butyrate to the distal colon. (PMID: 16460475) Butyric acid is a carboxylic acid found in rancid butter, parmesan cheese, and vomit, and has an unpleasant odor and acrid taste, with a sweetish aftertaste (similar to ether). Butyric acid is a fatty acid occurring in the form of esters in animal fats and plant oils. Interestingly, low-molecular-weight esters of butyric acid, such as methyl butyrate, have mostly pleasant aromas or tastes. As a consequence, they find use as food and perfume additives. Butyrate is produced as end-product of a fermentation process solely performed by obligate anaerobic bacteria.",Butyric acid,HMDB0000039,b,b,C00246,b,FDB012062,but,[H]C([H])([H])C([H])([H])C([H])([H])C([O-])=O,FERIUCNNQQJTOY-UHFFFAOYSA-M,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1"
60,5855,ibuprofen,A monocarboxylic acid that is propionic acid in which one of the hydrogens at position 2 is substituted by a 4-(2-methylpropyl)phenyl group.,2290,KEGG COMPOUND accession,C05451,xol7ah,b,2290.0,"Human Metabolome Database (HMDB): 7alpha-Hydroxy-5beta-cholestan-3-one is an intermediate in bile acid synthesis. Bile acids are steroid acids found predominantly in bile of mammals. The distinction between different bile acids is minute, depends only on presence or absence of hydroxyl groups on positions 3, 7, and 12. Bile acids are physiological detergents that facilitate excretion, absorption, and transport of fats and sterols in the intestine and liver. Bile acids are also steroidal amphipathic molecules derived from the catabolism of cholesterol. They modulate bile flow and lipid secretion, are essential for the absorption of dietary fats and vitamins, and have been implicated in the regulation of all the key enzymes involved in cholesterol homeostasis. Bile acids recirculate through the liver, bile ducts, small intestine and portal vein to form an enterohepatic circuit. They exist as anions at physiological pH and, consequently, require a carrier for transport across the membranes of the enterohepatic tissues. The unique detergent properties of bile acids are essential for the digestion and intestinal absorption of hydrophobic nutrients. Bile acids have potent toxic properties (e.g., membrane disruption) and there are a plethora of mechanisms to limit their accumulation in blood and tissues. (PMID: 11316487, 16037564, 12576301, 11907135).",7a-Hydroxy-5b-cholestan-3-one,HMDB0006892,b,b,C05451,b,FDB024139,xol7ah,[H]O[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]3([H])[C@]12[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],HWOOALPDOJHOPO-YREUSXKVSA-N,"InChI=1S/C27H46O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h17-19,21-25,29H,6-16H2,1-5H3/t18-,19+,21-,22+,23+,24-,25+,26+,27-/m1/s1"
61,1427,3-(3-hydroxyphenyl)propanoic acid,A monocarboxylic acid that is propionic acid carrying a 3-hydroxyphenyl substituent at C-3.,29081,KEGG COMPOUND accession,C04548,,,,,,,,,,,,,,,
62,8093,phenylephrine,A member of the class of the class of phenylethanolamines that is (1R)-2-(methylamino)-1-phenylethan-1-ol carrying an additional hydroxy substituent at position 3 on the phenyl ring.,16366,KEGG COMPOUND accession,C02003,,,,,,,,,,,,,,,
63,3380,captopril,A L-proline derivative in which L-proline is substituted on nitrogen with a (2S)-2-methyl-3-sulfanylpropanoyl group. It is used as an anti-hypertensive ACE inhibitor drug.,28931,KEGG COMPOUND accession,C01367,,,,,,,,,,,,,,,
64,2567,alendronic acid,"A 1,1-bis(phosphonic acid) that is methanebis(phosphonic acid) in which the two methylene hydrogens are replaced by hydroxy and 3-aminopropyl groups.",30793,KEGG COMPOUND accession,C02357,,,,,,,,,,,,,,,
65,2968,bacampicillin,"A penicillanic acid ester that is the 1-ethoxycarbonyloxyethyl ester of ampicillin. It is a semi-synthetic, microbiologically inactive prodrug of ampicillin.",16616,KEGG COMPOUND accession,C03982,,,,,,,,,,,,,,,
66,8736,(R)-(+)-propranolol,a,27388,KEGG COMPOUND accession,C07118,,,,,,,,,,,,,,,
67,3479,cefadroxil,"A cephalosporin bearing methyl and  (2R)-2-amino-2-(4-hydroxyphenyl)acetamido groups at positions 3 and 7, respectively, of the cephem skeleton.",27626,KEGG COMPOUND accession,C04445,,,,,,,,,,,,,,,
68,10577,gamma-terpinene,One of three isomeric monoterpenes differing in the positions of their two double bonds (alpha- and beta-terpinene being the others). In gamma-terpinene the double bonds are at the 1- and 4-positions of the p-menthane skeleton.,18250,KEGG COMPOUND accession,C00634,,,,,,,,,,,,,,,
69,8613,psilocin,"A tryptamine alkaloid that is N,N-dimethyltryptamine carrying an additional hydroxy substituent at position 4. A hallucinogenic alkaloid isolated in trace amounts from Psilocybe mushrooms (also known as Teonanacatl or ""magic mushrooms"").",2991,KEGG COMPOUND accession,C10305,,,,,,,,,,,,,,,
70,9622,tolterodine,a,3286,KEGG COMPOUND accession,C08187,,,,,,,,,,,,,,,
71,9635,toremifene,a,17395,KEGG COMPOUND accession,C01481,,,,,,,,,,,,,,,
72,9654,trazodone,"An N-arylpiperazine in which one nitrogen is substituted by a 3-chlorophenyl group, while the other is substituted by a 3-(3-oxo[1,2,4]triazolo[4,3-a]pyridin-2(3H)-yl)propyl group.",70034,KEGG COMPOUND accession,C10204,,,,,,,,,,,,,,,
73,2755,anthragallol,"A trihydroxyanthraquinone that is anthracene-9,10-dione substituted by hydroxy groups at positions 1, 2 and 3.",28646,KEGG COMPOUND accession,C08733,,,,,,,,,,,,,,,
74,6908,trichlorfon,"A phosphonic ester that is dimethyl phosphonate in which the hydrogen atom attched to the phosphorous is substituted by a 2,2,2-trichloro-1-hydroxyethyl group.",15366,KEGG COMPOUND accession,C00033,ac,64-19-7,15366.0,"Human Metabolome Database (HMDB): Acetic acid is one of the simplest carboxylic acids. It is an important chemical reagent and industrial chemical that is used in the production of plastic soft drink bottles, photographic film; and polyvinyl acetate for wood glue, as well as many synthetic fibres and fabrics. In households diluted acetic acid is often used as a cleaning agent. In the food industry acetic acid is used as an acidity regulator. The acetyl group, derived from acetic acid, is fundamental to the biochemistry of virtually all forms of life. When bound to coenzyme A it is central to the metabolism of carbohydrates and fats. However, the concentration of free acetic acid in cells is kept at a low level to avoid disrupting the control of the pH of the cell contents. Acetic acid is produced and excreted by certain bacteria, notably the Acetobacter genus and Clostridium acetobutylicum. These bacteria are found universally in foodstuffs, water, and soil, and acetic acid is produced naturally as fruits and some other foods spoil. Acetic acid is also a component of the vaginal lubrication of humans and other primates, where it appears to serve as a mild antibacterial agent. Acetic acid is found to be associated with phenylketonuria, which is an inborn error of metabolism.",Acetic acid,HMDB0000042,b,b,C00033,ACET,FDB008299,ac,[H]C([H])([H])C([O-])=O,QTBSBXVTEAMEQO-UHFFFAOYSA-M,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1"
75,3000,beauvericin,A trimeric cyclodepsipeptide composed from alternating methylphenylalanyl and hydroxyvaleryl residues.,27878,KEGG COMPOUND accession,C02227,,,,,,,,,,,,,,,
76,3061,bepridil,"A tertiary amine in which the substituents on nitrogen are benzyl, phenyl and 3-(2-methylpropoxy)-2-(pyrrolidin-1-yl)propyl.",18267,KEGG COMPOUND accession,C03586,,,,,,,,,,,,,,,
77,4913,etretinate,a,17254,KEGG COMPOUND accession,C06730,4mcat,452-86-8,17254.0,"Human Metabolome Database (HMDB): 4-methylcatechol is a metabolite of homoprotocatechuic acid. It is both a substrate and a suicide inhibitor of Catechol 2,3-dioxygenase [EC 1.3.11.2]. (PMID 15006807). 4-methylcatechol is known to induce the production of brain-derived neurotrophic factor (BDNF). Recent studies have suggested that a lack of brain-derived neurotrophic factor (BDNF) in the limbic system may cause neuropathic pain. (PMID: 22198556).",4-Methylcatechol,HMDB0000873,b,b,C06730,4-METHYLCATECHOL,FDB008861,b,b,ZBCATMYQYDCTIZ-UHFFFAOYSA-N,b
78,7777,ophiobolin A,"A sesterterpenoid that is ophiobolane with a hydroxy group at position 3, oxo groups at positions 5 and 25, double bonds at positions 7-8 and 19-20, and an oxygen link between positions 14 and 18.",2622,KEGG COMPOUND accession,C09767,,,,,,,,,,,,,,,
79,7781,orientin,A C-glycosyl compound that is luteolin substituted by a beta-D-glucopyranosyl moiety at position 8.,2624,KEGG COMPOUND accession,C01552,,,,,,,,,,,,,,,
80,4466,dexmedetomidine,a,28571,KEGG COMPOUND accession,C10256,,,,,,,,,,,,,,,
81,4488,diallyl disulfide,An organic disulfide where the organic group specified is allyl. It has been isolated from garlic and other species of the genus Allium.,1751,KEGG COMPOUND accession,C11323,,,,,,,,,,,,,,,
82,8357,pramocaine,A member of the class of morpholines that is morpholine substituted at the nitrogen atom by a 3-(4-butoxyphenoxy)propyl group.,2866,KEGG COMPOUND accession,C09836,,,,,,,,,,,,,,,
83,11060,(S)-carnitine,The (S)-enantiomer of carnitine.,33907,KEGG COMPOUND accession,C05773,cobya,b,b,b,Cobyrinate,b,b,b,C05773,b,b,b,b,b,b
84,1784,biphenyl-4-amine,An aminobiphenyl that is biphenyl substituted by an amino group at position 4.,16147,KEGG COMPOUND accession,C04318,,,,,,,,,,,,,,,
85,1883,4-hydroxystyrene,A member of the class of  phenols that is  styrene carrying a hydroxy substituent at position 4.,15628,KEGG COMPOUND accession,C05966,,,,,,,,,,,,,,,
86,5530,gramicidin S,a,16290,KEGG COMPOUND accession,C05439,chlstol,651-54-7,16290.0,"Human Metabolome Database (HMDB): 5alpha-Cholesta-7,24-dien-3beta-ol is involved in the biosynthesis of steroids. 5alpha-Cholesta-7,24-dien-3beta-ol is reversibly converted to 5alpha-Cholest-7-en-3beta-ol by delta24-sterol reductase [EC:1.3.1.72]. 5alpha-Cholesta-7,24-dien-3beta-ol is also converted to zymosterol by cholestenol delta-isomerase [EC:5.3.3.5]. 5alpha-Cholesta-7,24-dien-3beta-ol is also converted to 7-Dehydrodesmosterol. 5a-Cholesta-7,24-dien-3b-ol is a substrate for 3-beta-hydroxysteroid-delta(8),delta(7)-isomerase.","5a-Cholesta-7,24-dien-3b-ol",HMDB0006842,b,b,C05439,5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL,FDB024115,chlstol,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@]3([H])C(=C([H])C([H])([H])[C@@]2([H])C1([H])[H])[C@]1([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])C3([H])[H],PKEPPDGGTSZLBL-SKCNUYALSA-N,"InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h7,10,19-21,23-25,28H,6,8-9,11-17H2,1-5H3/t19-,20+,21+,23-,24+,25+,26+,27-/m1/s1"
87,5679,herniarin,A member of the class of coumarins that is coumarin substituted by a methoxy group at position 7.,15953,KEGG COMPOUND accession,C04584,,,,,,,,,,,,,,,
88,6731,melezitose,A trisaccharide produced by insects such as aphids.,2366,KEGG COMPOUND accession,C09286,,,,,,,,,,,,,,,
89,2512,agathisflavone,A biflavonoid that is obtained by oxidative coupling of two molecules of apigenin resulting in a bond between positions C-6 and C-8 of the two chromene rings.,1019,KEGG COMPOUND accession,C05683,,,,,,,,,,,,,,,
90,2555,aldicarb,"The oxime carbamate resulting from the addition of 2-methyl-2-(methylsulfanyl)propanaldoxime to methyl isocyanate. A member of the class of oxime carbamate insecticides, aldicarb is a mixture of E and Z isomers; it is not known which isomer is more active.",17605,KEGG COMPOUND accession,C03057,,,,,,,,,,,,,,,
91,2668,amlodipine,"A fully substituted dialkyl 1,4-dihydropyridine-3,5-dicarboxylate derivative, which is used for the treatment of hypertension, chronic stable angina and confirmed or suspected vasospastic angina.",28542,KEGG COMPOUND accession,C00672,2dr1p,17210-42-3,28542.0,Human Metabolome Database (HMDB): Deoxyribose 1-phosphate is an intermediate in the metabolism of Pyrimidine. It is a substrate for Purine nucleoside phosphorylase and Thymidine phosphorylase.,Deoxyribose 1-phosphate,HMDB0001351,b,b,C00672,DEOXY-RIBOSE-1P,FDB022571,2dr1p,[H]OC([H])([H])[C@@]1([H])OC([H])(OP([O-])([O-])=O)C([H])([H])[C@]1([H])O[H],KBDKAJNTYKVSEK-PYHARJCCSA-L,"InChI=1S/C5H11O7P/c6-2-4-3(7)1-5(11-4)12-13(8,9)10/h3-7H,1-2H2,(H2,8,9,10)/p-2/t3-,4+,5?/m0/s1"
92,3686,chrysophanol-9-anthrone,a,15851,KEGG COMPOUND accession,C03584,,,,,,,,,,,,,,,
93,5383,glimepiride,a,2082,KEGG COMPOUND accession,C02951,,,,,,,,,,,,,,,
94,151,D-threo-isocitric acid,The D-threo-diastereomer of isocitric acid.,75,KEGG COMPOUND accession,C11358,,,,,,,,,,,,,,,
95,2086,"5-methoxy-N,N-dimethyltryptamine","A tryptamine alkaloid that is N,N-dimethyltryptamine substituted by a methoxy group at position 5.",16516,KEGG COMPOUND accession,C04283,,,,,,,,,,,,,,,
96,3374,capsaicin,a,28074,KEGG COMPOUND accession,C00968,,,,,,,,,,,,,,,
97,5106,flunisolide,a,18272,KEGG COMPOUND accession,C04376,fgam,b,b,Human Metabolome Database (HMDB): 5'-Phosphoribosyl-N-formylglycineamide (also known as FGAR or N-Formyl-GAR) is a substrate for Phosphoribosylformylglycinamidine synthase. It is involved in aminoimidazole ribonucleotide biosynthesis and plays a vital role in purine metabolism as well as the conversion of glutamine to glutamate. 5'-Phosphoribosyl-N-formylglycineamide is described as a glycinamide ribonucleotide having a phosphate group at the 5-position and a formyl group on the glycine nitrogen.,5'-Phosphoribosyl-N-formylglycinamide,HMDB0001308,b,b,C04376,5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE,FDB022544,fgam,[H]O[C@@]1([H])C([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N([H])C(=O)C([H])([H])N([H])C([H])=O,VDXLUNDMVKSKHO-LLRQIJQNSA-L,"InChI=1S/C8H15N2O9P/c11-3-9-1-5(12)10-8-7(14)6(13)4(19-8)2-18-20(15,16)17/h3-4,6-8,13-14H,1-2H2,(H,9,11)(H,10,12)(H2,15,16,17)/p-2/t4-,6-,7-,8?/m0/s1"
98,10112,zileuton,"A member of the class of 1-benzothiophenes that is 1-benzothiophene in which the hydrogen at position 2 is replaced by a 1-[carbamoyl(hydroxy)amino]ethyl group. A selective 5-lipoxygenase inhibitor, it inhibits the formation of leukotrienes LTB4, LTC4, LDT4, and LTE4. It is used for the management of chronic asthma.",3484,KEGG COMPOUND accession,C11202,,,,,,,,,,,,,,,
99,955,"2,6-dimethoxyphenol",A member of the class of phenols that is phenol substituted by methoxy groups at positions 2 and 6.,15453,KEGG COMPOUND accession,C01144,3hbcoa,b,b,Human Metabolome Database (HMDB): (S)-3-Hydroxybutyryl-CoA is classified as a member of the (S)-3-hydroxyacyl CoAs. (S)-3-hydroxyacyl CoAs are organic compounds containing a (S)-3-hydroxyl acylated coenzyme A derivative. (S)-3-Hydroxybutyryl-CoA is considered to be slightly soluble (in water) and acidic,(S)-3-Hydroxybutyryl-CoA,HMDB0062259,b,b,C01144,b,b,3hbcoa,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])[C@@]([H])(O[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,QHHKKMYHDBRONY-VKBDFPRVSA-J,"InChI=1S/C25H42N7O18P3S/c1-13(33)8-16(35)54-7-6-27-15(34)4-5-28-23(38)20(37)25(2,3)10-47-53(44,45)50-52(42,43)46-9-14-19(49-51(39,40)41)18(36)24(48-14)32-12-31-17-21(26)29-11-30-22(17)32/h11-14,18-20,24,33,36-37H,4-10H2,1-3H3,(H,27,34)(H,28,38)(H,42,43)(H,44,45)(H2,26,29,30)(H2,39,40,41)/p-4/t13-,14+,18+,19+,20-,24+/m0/s1"
100,2340,docebenone,"A member of the class of benzoquinones that is p-benzoquinone in which the hydrogens are substituted by three methyl groups and a 12-hydroxydodeca-5,10-diyn-1-yl group.",28435,KEGG COMPOUND accession,C10934,,,,,,,,,,,,,,,
101,2368,abyssinone V,"A trihydroxyflavanone that is flavanone substituted by hydroxy groups at positions 5, 7 and 4' and prenyl groups at positions 3' and 5' respectively.",15707,KEGG COMPOUND accession,C03750,,,,,,,,,,,,,,,
102,2401,acetophenazine,A member of the class of  phenothiazines that is 10H-phenothiazine substituted by a 3-[4-(2-hydroxyethyl)piperazin-1-yl]propyl group at the nitogen atom and an acetyl group at position 2.,17827,KEGG COMPOUND accession,C03920,mcom,b,17827.0,b,Methyl Coenzyme M,b,b,b,C03920,b,b,b,b,b,"InChI=1S/C3H8O3S2/c1-7-2-3-8(4,5)6/h2-3H2,1H3,(H,4,5,6)"
103,2404,acetosyringone,A member of the class of  acetophenones that is 1-phenylethanone substituted by a hydroxy group at position 4 and methoxy groups at positions 3 and 5.,17506,KEGG COMPOUND accession,C04641,,,,,,,,,,,,,,,
104,3219,bupropion,An aromatic ketone that is propiophenone carrying a tert-butylamino group at position 2 and a chloro substituent at position 3 on the phenyl ring.,32896,KEGG COMPOUND accession,C11536,pslac,b,32896.0,b,(2R)-O-phospho-3-sulfolactic acid,b,b,b,C11536,b,b,b,b,b,"InChI=1S/C3H7O9PS/c4-3(5)2(1-14(9,10)11)12-13(6,7)8/h2H,1H2,(H,4,5)(H2,6,7,8)(H,9,10,11)/t2-/m0/s1"
105,2896,astemizole,A piperidine compound having a 2-(4-methoxyphenyl)ethyl group at the 1-position and an N-[(4-fluorobenzyl)benzimidazol-2-yl]amino group at the 4-position.,36491,KEGG COMPOUND accession,C11131,,,,,,,,,,,,,,,
106,7872,oxytocin,"A cyclic nonapeptide hormone with amino acid sequence CYIQNCPLG that also acts as a neurotransmitter in the brain; the principal uterine-contracting and milk-ejecting hormone of the posterior pituitary. Together with the neuropeptide vasopressin, it is believed to influence social cognition and behaviour.",2654,KEGG COMPOUND accession,C07617,,,,,,,,,,,,,,,
107,9729,trimethaphan camsylate,The (S)-camphorsulfonate salt of trimethaphan.,17793,KEGG COMPOUND accession,C01562,,,,,,,,,,,,,,,
108,2654,aminoglutethimide,A dicarboximide that is a six-membered cyclic compound having ethyl and 4-aminophenyl substituents at the 3-position.,27972,KEGG COMPOUND accession,C06892,d5kg,b,27972.0,b,2-deoxy-5-keto-D-gluconic acid,b,b,b,C06892,b,b,b,b,b,"InChI=1S/C6H10O6/c7-2-4(9)6(12)3(8)1-5(10)11/h3,6-8,12H,1-2H2,(H,10,11)/t3-,6+/m1/s1"
