	chebi	name	definition	compound_id	type	accession_number
169	5381	glepidotin B	A trihydroxyflavanone that is (2S)-flavanone substituted by hydroxy groups at positions 3, 5 and 7 and a prenyl group at position 8 respectively.	28171	KEGG COMPOUND accession	C01017
170	5390	Glu-Glu	A dipeptide composed of two L-glutamic acid units joined by a peptide linkage.	2086	CAS Registry Number	1019-45-0
171	8885	rocuronium bromide	The organic bromide salt of a 5alpha androstane compound having 3alpha-hydroxy-, 17beta-acetoxy-, 2beta-morpholino- and 16beta-N-allyllyrrolidinium substituents.	17033	KEGG COMPOUND accession	C00500
172	9047	schaftoside	A C-glycosyl compound that is apigenin substituted by beta-D-glucopyranosyl and an alpha-L-arabinopyranosyl moieties at positions 6 and 8 via C-glycosidic linkages.	3176	KEGG COMPOUND accession	C07760
173	9119	serpentine	An indole alkaloid that is 18-oxayohimban dehydrogenated at positions 3, 4, 5, 6, 16 and 17 and substituted by a methyl group at the 19alpha position and by a methoxycarbonyl group at position 16.	3211	CAS Registry Number	298-45-3
174	9141	silver(0)	a	3222	CAS Registry Number	23284-23-3
175	9159	sinensetin	A pentamethoxyflavone that is flavone substituted by methoxy groups at positions 5, 6, 7, 3' and 4' respectively.	3230	KEGG COMPOUND accession	C10931
176	9160	single-stranded DNA	a	3230	CAS Registry Number	23184-66-9
177	75	(-)-anaferine	A piperidine alkaloid that is piperidine substituted by a 2-oxo-3-[(2R)-piperidin-2-yl]propyl group at position 2.	15402	CAS Registry Number	2216-52-6
178	88	(S)-(-)-citronellol	A  citronellol that is oct-6-ene substituted by a hydroxy group at position 1 and methyl groups at positions 3 and 7 (the 3S-enantiomer).	42	CAS Registry Number	2128-60-1
179	92	(-)-hygrine	A 1-(1-methylpyrrolidin-2-yl)acetone that has S configuration.	51209	CAS Registry Number	90-82-4
180	115	(-)-sativan	A  methoxyisoflavan that is (R)-isoflavan substituted by methoxy groups at positions 2' and 4' and a hydroxy group at position 7.	15387	CAS Registry Number	471-16-9
181	150	(-)-isodihydrocarveol	The (1R,2R,4S)-stereoisomer of dihydrocarveol.	74	CAS Registry Number	494-52-0
182	152	(+)-neodihydrocarveol	A dihydrocarveol with a (1R,2S,4R)-configuration.	75	CAS Registry Number	19519-55-2
183	154	(+)-dihydrocarvone	A dihydrocarvone in (R,R) configuration.	76	CAS Registry Number	1862-41-5
184	11892	N-carbamoyl-beta-alaninate	A monocarboxylic acid anion that is the conjugate base of N-carbamoyl-beta-alanine arising from deprotonation of the carboxy group.	18105	CAS Registry Number	15978-08-2
185	11936	N-acetyl-beta-D-glucosaminyl-(1->4)-beta-D-mannosyl group	A group obtained by removing the hydroxy group from the hemiacetal function of N-acetyl-beta-D-glucosaminyl-(1->4)-beta-D-mannose.	16534	KEGG COMPOUND accession	C00880
186	2076	5-hydroxykynurenine	A  hydroxykynurenine  that is kynurenine bearing a hydroxy group at the position 5.	28523	CAS Registry Number	35241-55-5
187	2106	5-[(E)-caffeoyl]shikimic acid	A carboxylic ester obtained by formal condensation of the carboxy group of (E)-caffeic acid with the 5-hydroxy group of shikimic acid.	847	CAS Registry Number	94943-13-2
188	2131	5-methyl-3-isoxazolyl sulfate	A heterocyclyl sulfate that is 1,2-oxazol-3-yl hydrogen sulfate substituted by a methyl group at position 5.	18380	KEGG COMPOUND accession	C04932
189	2150	5beta-dihydrotestosterone	A 17beta-hydroxyandrostan-3-one that has beta- configuration at position 5. It is a metabolite of testosterone.	28119	CAS Registry Number	1746-01-6
190	3286	cabergoline	An N-acylurea that is (8R)-ergoline-8-carboxamide in which the hydrogen attached to the piperidine nitrogen (position 6) is substituted by an allyl group and the hydrogens attached to the carboxamide nitrogen are substituted by a 3-(dimethylamino)propyl group and an N-ethylcarbamoyl group. A dopamine D2 receptor agonist, cabergoline is used in the management of Parkinson's disease and of disorders associated with hyperprolactinaemia.	28700	KEGG COMPOUND accession	C03577
191	3311	calcium carbonate	A calcium salt with formula CCaO3.	28043	KEGG COMPOUND accession	C05485
192	3332	(+)-calycanthidine	a	27722	KEGG COMPOUND accession	C11049
193	3378	capsorubin	a	27825	KEGG COMPOUND accession	C04444
194	3388	carbamazepine-10,11-epoxide	An  epoxide and metabolite of carbamazepine.	53013	CAS Registry Number	63-37-6
195	3469	catharanthine	An organic heteropentacyclic compound and monoterpenoid indole alkaloid produced by the medicinal plant Catharanthus roseus via strictosidine.	28774	KEGG COMPOUND accession	C07639
196	3490	cefmetazole sodium	An organic sodium salt that is the sodium salt of cefmetazole.	15896	KEGG COMPOUND accession	C04793
197	3492	cefonicid sodium	a	15765	KEGG COMPOUND accession	C00355
198	4116	D-erythrulose 4-phosphate	A ketotetrose phosphate that is D-erythrulose carrying a phosphono substituent at position O-4.	18084	KEGG COMPOUND accession	C04676
199	4195	D-hexose 6-phosphate	a	28264	KEGG COMPOUND accession	C05267
200	1604	3-methylguanine	A methylguanine carrying the methyl substituent at position 3.	15723	KEGG COMPOUND accession	C04101
201	1447	3-acylpyruvic acid	A dioxo monocarboxylic acid that is pyruvic acid substituted by an acyl group at position 3.	16805	KEGG COMPOUND accession	C04437
202	1463	3-carboxy-1-hydroxypropylthiamine diphosphate	A 1,3-thiazolium cation that is 1,3-thiazol-3-ium substituted by a methyl group at position 4, a (4-amino-2-methylpyrimidin-5-yl)methyl group at position 3, a 3-carboxy-1-hydroxypropyl at position 2 and a 2-{[hydroxy(phosphonooxy)phosphoryl]oxy}ethyl group at position 5.	17848	KEGG COMPOUND accession	C01282
203	5922	ingenol	A tetracyclic diterpenoid that is 1a,2,5,5a,6,9,10,10a-octahydro-1H-2,8a-methanocyclopenta[a]cyclopropa[e][10]annulen-11-one substituted at positions 5, 5a and 6 by hydroxy groups, positions 1, 1, 7 and 9 by methyl groups, position 4 by a hydroxymethyl group and position 1 by an oxo group (the 1aR,2S,5R,5aR,6S,8aS,9R,10aR diastereomer).	17206	KEGG COMPOUND accession	C04379
204	5941	intermedine	A carboxylic ester compound formed from condensation between retronecine and (2S,3R)-2,3-dihydroxy-2-isopropylbutanoic acid.	16761	KEGG COMPOUND accession	C00008
205	7219	beta-naphthyl N-acetylphenylalaninate	An alpha-amino acid ester obtained by the fromal condensation of N-acetylphenylalanine with 2-naphthol.	2431	KEGG COMPOUND accession	C08468
206	7351	N(4)-acetyl-L-2,4-diaminobutyric acid	The N(4)-acetyl derivative of L-2,4-diaminobutyric acid	15835	KEGG COMPOUND accession	C03372
207	4321	daphnetoxin	A daphnane-type orthoester diterpene with potential cholesterol-lowering activity, found exclusively in plants of the family Thymelaeaceae.	27989	KEGG COMPOUND accession	C02944
208	7916	pantothenic acid	A member of the class of pantothenic acids that is an amide formed from pantoic acid and beta-alanine.	2676	KEGG COMPOUND accession	C06827
209	7935	paromomycin sulfate	An aminoglycoside sulfate salt resulting from the treatment of paromomycin with sulfuric acid. A broad-spectrum antibiotic, it is used for the treatment of acute and chronic intestinal protozoal infections, but is not effective for extraintestinal protozoal infections. It is also used as a therapeutic against visceral leishmaniasis.	2686	KEGG COMPOUND accession	C06829
210	7968	penicilloic acid	A thiazolidinedicarboxylic acid obtained via hydrolysis of the beta-lactam ring of a penicillin.	2700	CAS Registry Number	94421-68-8
211	8021	pergolide mesylate	A methanesulfonate salt obtained from pergolide by mixing eqimolar amount of pergolide and methanesulfonic acid. A dopamine D2 receptor agonist which also has D1 and D2 agonist properties, it is used in the management of Parkinson's disease, although it was withdrawn from the U.S. and Canadian markets in 2007 due to an increased risk of cardiac valve dysfunction.	28928	CAS Registry Number	523-50-2
212	8025	perindopril erbumine	a	2719	CAS Registry Number	11128-99-7
213	8062	phenethyl caffeate	An alkyl caffeate ester in which 2-phenylethyl is the alkyl component.	16579	KEGG COMPOUND accession	C01403
214	5397	glucobrassicanapin(1-)	An alkenylglucosinolate that is the conjugate base of glucobrassicanapin.	47876	CAS Registry Number	838-07-3
215	5414	glucoputranjivin(1-)	A alkylglucosinolate that is the conjugate base of glucoputranjivin.	15641	KEGG COMPOUND accession	C00440
216	5089	flavoxate hydrochloride	The hydrochloride salt of flavoxate.	27427	KEGG COMPOUND accession	C01993
217	5202	fustin	A dihydroflavonol that is the 2,3-dihydro derivative of fisetin.	2013	KEGG COMPOUND accession	C05656
218	10102	zaleplon	A pyrazolo[1,5-a]pyrimidine having a nitrile group at position 3 and a 3-(N-ethylacetamido)phenyl substituent at the 7-position.	3479	KEGG COMPOUND accession	C06878
219	10115	zingiberene	2-Methylcyclohexa-1,3-diene in which a hydrogen at the 5 position is substituted (R configuration) by a 6-methyl-hept-5-en-2-yl group (S configuration). It is a sesquiterpene found in the dried rhizomes of Indonesian ginger, Zingiber officinale.	3485	CAS Registry Number	91832-40-5
220	10136	gingerol	A beta-hydroxy ketone that is 5-hydroxydecan-3-one substituted by a 4-hydroxy-3-methoxyphenyl moiety at position 1; believed to inhibit adipogenesis. It is a constituent of fresh ginger.	3496	KEGG COMPOUND accession	C11210
221	10150	[epicatechin-(4beta->8)]5-epicatechin	A  proanthocyanidin isolated from Cinnamomum cassia.	3503	KEGG COMPOUND accession	C11199
222	10723	trans-dec-2-enoyl-CoA	An unsaturated fatty acyl-CoA that results from the formal condensation of the thiol group of coenzyme A with the carboxy group of trans-dec-2-enoic acid.	48947	CAS Registry Number	58001-44-8
223	11438	2,4-dichloro-cis,cis-muconate(2-)	a	28064	KEGG COMPOUND accession	C08620
224	4820	ergocornine	Ergotaman bearing a hydroxy group at the 12' position, isopropyl groups at the 2' and 5'alpha positions, and oxo groups at positions 3', 6', and 18. It is a natural ergot alkaloid.	1865	KEGG COMPOUND accession	C08422
225	9211	soyasaponin I	A triterpenoid saponin that is composed of soyasapogenol B having an alpha-L-rhamnopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->2)-beta-D-glucopyranosiduronic acid moiety attached at the 3-position via a glycosidic linkage.	3244	KEGG COMPOUND accession	C09616
226	9292	strobopinin	A dihydroxyflavanone that is (2S)-flavanone substituted by hydroxy groups at positions 5 and 7 and a methyl group at position 6 respectively.	16022	KEGG COMPOUND accession	C00789
227	9016	arsphenamine	a	3159	CAS Registry Number	54986-75-3
228	14737	pantoic acid	a	5186	CAS Registry Number	3351-86-8
229	232	(+)-cis-carveol	The (1S,5S)-stereoisomer of carveol.	109	CAS Registry Number	40323-57-7
230	367	(+)-alpha-phellandrene	The (5S)-stereoisomer of alpha-phellandrene (5-isopropyl-2-methylcyclohexa-1,3-diene).	27615	KEGG COMPOUND accession	C02909
231	11561	2-dehydropantoate	A 2-oxo monocarboxylic acid anion that results from the removal of a proton from the carboxylic acid group of 2-dehydropantoic acid.	18099	CAS Registry Number	108-93-0
232	857	2,2'-iminodipropanoic acid	An amino dicarboxylic acid that is 2,2'-iminodiacetic acid substituted by methyl groups at positions 2 and 2'.	15671	CAS Registry Number	87-69-4
233	929	2,5-diamino-6-ribosylamino-4(3H)pyrimidinone 5'-triphosphate	A ribose 5-triphosphate compound having a 2,5-diamino-6-oxo-1,6-dihydropyrimidin-4-ylamino substituent at the 1-position.	29003	KEGG COMPOUND accession	C02614
234	8654	pyrantel	A carboxamidine that is 1,4,5,6-tetrahydropyrimidine that is substituted at position 1 by a methyl group and at position 2 by an (E)-2-(2-thienyl)vinyl group. It is used, particularly as the embonate [4,4'-methylenebis(3-hydroxy-2-naphthoate)] salt, as an anthelmintic that is effective against intestinal nematodes including threadworms, roundworms and hookworms, and is included in the WHO 'Model List of Essential Medicines'.	3011	KEGG COMPOUND accession	C06843
235	12266	8-amino-7-oxononanoate	a	4194	KEGG COMPOUND accession	C00738
236	2233	6-phospho-beta-D-glucosyl-(1->4)-beta-D-glucose	A 6-phospho-beta-D-glucosyl-(1->4)-D-glucose in which the anomeric centre at the reducing end has beta-configuration.	27903	KEGG COMPOUND accession	C07100
237	2268	7-hydroxyflavone	A hydroxyflavonoid in which the flavone nucleus is substituted at position 7 by a hydroxy group.	28134	KEGG COMPOUND accession	C08734
238	2274	7-methylguanine	A methylguanine that is guanine substituted by a methyl group at position 7. It is a metabolite obtained during the methylation of DNA.	915	KEGG COMPOUND accession	C06201
239	2380	acebutolol hydrochloride	The hydrochloride salt of acebutolol, prepared using equimolar amounts of acebutolol and hydrogen chloride.	44576	KEGG COMPOUND accession	C06742
240	2394	acetochlor	A monocarboxylic acid amide that is N-phenylacetamide carrying an ethyl and a methyl group at positions 2 and 6 respectively on the benzene ring while one of the methyl hydrogens as well as the hydrogen attached to the nitrogen atom have been replaced by a chloro and an ethoxymethyl group respectively.	16216	KEGG COMPOUND accession	C04690
241	2422	acetohydrazide	A carbohydrazide that is hydrazine in which one of the hydrogens is replaced by an acetyl group.	16444	KEGG COMPOUND accession	C00900
242	3206	buddledin A	A sesquiterpenoid based on a  humulane skeleton.	30820	KEGG COMPOUND accession	C00869
243	3643	chlorphenesin carbamate	The carbamate ester of the primary hydroxy group of chlorphenesin. A centrally acting skeletal muscle relaxant, it is used in the symptomatic treatment of painful muscle spasm.	16126	KEGG COMPOUND accession	C04794
244	3648	chlorpromazine N-oxide	An organochlorine compound that is chlorpromazine in which the acyclic tertiary amino group has been converted into the corresponding N-oxide.	15999	KEGG COMPOUND accession	C01179
245	4349	decanoyl-[acyl-carrier protein]	a	16359	KEGG COMPOUND accession	C00695
246	4508	diclofenac potassium	The potassium salt of diclofenac.	27593	KEGG COMPOUND accession	C05645
247	2435	acronidine	An organic heterotetracyclic compound that is 3H-furo[2,3-b]pyrano[3,2-f]quinoline carrying a gem-dimethyl group at position 3 as well as two methoxy substituents at positions 5 and 11.	17936	KEGG COMPOUND accession	C03974
248	6211	L-djenkolic acid	A dithioacetal consisting of two molecules of L-cysteine joined via their sulfanyl groups to methylene.	16864	KEGG COMPOUND accession	C01882
249	6220	alpha-L-fucose 1-phosphate	a	17193	KEGG COMPOUND accession	C01547
250	7479	Naratriptan hydrochloride	a	2495	KEGG COMPOUND accession	C05285
251	8196	phytuberin	A sesquiterpenoid commonly found in potatoes.	15852	CAS Registry Number	13422-52-1
252	8324	polysialic acid acetylated at O-9	A polysialic acid compound having an O-acetyl group at the 9-position of each repeating unit.	2848	CAS Registry Number	24399-20-0
253	10278	alpha-eudesmol	A eudesmane sesquiterpenoid in which the eudesmane skeleton carries a hydroxy substituent at C-11 and has a double bond between C-3 and C-4.	3561	KEGG COMPOUND accession	C07778
