name,value,disease,age,Gender,location,concentration,markerdb_id,method,id
Acetoacetic acid,147,Glucose Transporter Type 1 Deficiency Syndrome,Children: 2-17 yrs old,Unknown,Cerebrospinal_Fluid,248.0 (69.0-427.0) uM,904,"Klepper, J., Diefenbach, S., Kohlschutter, A. & Voit, T. Effects of the ketogenic diet in the glucose transporter 1 deficiency syndrome. Prostaglandins Leukot Essent Fatty Acids 70, 321-327 (2004).",14769490.0
Acetoacetic acid,222,Meningitis,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,322.0 (240.0-404.0) uM,1296,"Subramanian, A., Gupta, A., Saxena, S., Gupta, A., Kumar, R., Nigam, A., Kumar, R., Mandal, S. K. & Roy, R. Proton MR CSF analysis and a new software as predictors for the differentiation of meningitis in children. NMR Biomed 18, 213-225 (2005).",15627241.0
Acetoacetic acid,1404,Succinyl Co A:3 Oxoacid Co A Transferase Deficiency,Children: 2-17 yrs old,Male,Blood,910.0 uM,366697,,9521962.0
Acetoacetic acid,5988,Preeclampsia/Eclampsia,Adult: >=18 yrs old,Female,Blood,14.5 uM,367357,,22494326.0
Acetoacetic acid,5,3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency,Children: 2-17 yrs old,Male,Blood,30.0 (-40.0-30.0) uM,367367,,9727719.0
Acetoacetic acid,115,Diabetes Mellitus Type 2,Adult: >=18 yrs old,Both,Blood,3.0e+03 (3.0e+03-3.0e+03) uM,660,"Tasker, R. C., Lutman, D. & Peters, M. J. Hyperventilation in severe diabetic ketoacidosis. Pediatr Crit Care Med 6, 405-411 (2005).",15982426.0
L-Carnitine,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,17.6 (0-41.8) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
L-Carnitine,251,Obesity,Adolescent:13-18 yrs old,Both,Urine,1.1e+04 (4.3e+03-1.8e+04) umol/mmol creatinine,366711,,26910390.0
L-Carnitine,1506,Carnitine Palmitoyltransferase I Deficiency,Newborn: 0 day-1 wk,Male,Blood,12.0 uM,367347,,11286380.0
L-Carnitine,5,3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency,Unknown,Unknown,Blood,3.6e+04 (2.2e+04-5.0e+04) uM,367367,,9727719.0
L-Carnitine,252,Oculocerebrorenal Syndrome,Infant: 1 wk-2 yrs old,Unknown,Blood,42.5 (37.0-48.0) uM,366702,,2017228.0
Cortisol,295,Rheumatoid Arthritis,Adult: >=18 yrs old,Both,Urine,0.026 (0.015-0.037) umol/mmol creatinine,1680,"Straub, R. H., Weidler, C., Demmel, B., Herrmann, M., Kees, F., Schmidt, M., Scholmerich, J. & Schedel, J. Renal clearance and daily excretion of cortisol and adrenal androgens in patients with rheumatoid arthritis and systemic lupus erythematosus. Ann Rheum Dis 63, 961-968 (2004).",15249323.0
Cortisol,314,Stress,Adult: >=18 yrs old,Both,Saliva,8.7 uM,1786,"Krahwinkel, T., Nastali, S., Azrak, B. & Willershausen, B. The effect of examination stress conditions on the cortisol content of saliva - a study of students from clinical semesters. Eur J Med Res 9, 256-260 (2004).",15257879.0
Cortisol,139,Functional Hypothalamic Amenorrhea,Adult: >=18 yrs old,Female,Cerebrospinal_Fluid,1.0e-04 uM,884,"Brundu, B., Loucks, T. L., Adler, L. J., Cameron, J. L. & Berga, S. L. Increased cortisol in the cerebrospinal fluid of women with functional hypothalamic amenorrhea. J Clin Endocrinol Metab 91, 1561-1565 (2006).",16464944.0
Cortisol,51,Benign Gynecological Diseases,Adult: >=18 yrs old,Female,Cerebrospinal_Fluid,0.0096 (0.0027-0.016) uM,385,"Murakami, K., Nakagawa, T., Shozu, M., Uchide, K., Koike, K. & Inoue, M. Changes with aging of steroidal levels in the cerebrospinal fluid of women. Maturitas 33, 71-80 (1999).",10585175.0
Cortisol,1086,Antley Bixler Syndrome With Genital Anomalies And Disordered Steroidogenesis,Infant: 1 wk-2 yrs old,Both,Blood,0.54 (0.43-0.65) uM,366715,,16439592.0
Cortisol,1080,Isolated ACTH Deficiency,Children: 2-17 yrs old,Male,Blood,0.22 uM,367395,,210721.0
Cortisol,1377,Antenatal Bartter Syndrome Type 2,Newborn: 0 day-1 wk,Female,Blood,0.56 uM,366654,,26069767.0
Cortisol,2185,Proprotein Convertase 1/3 Deficiency,Adult: >=18 yrs old,Female,Blood,0.14 (-0.14-0.14) uM,191484,"O'Rahilly, S., Gray, H., Humphreys, P. J., Krook, A., Polonsky, K. S., White, A., Gibson, S., Taylor, K. & Carr, C. Brief report: impaired processing of prohormones associated with abnormalities of glucose homeostasis and adrenal function. N Engl J Med 333, 1386-1390 (1995).",7477119.0
Cortisol,1088,Congenital Adrenal Hyperplaia due to 17-alpha-Hydroxylase Deficiency,Adult: >=18 yrs old,Female,Blood,0.047 uM,366636,,26161337.0
Cortisol,4386,Apparent Mineralocorticoid Excess,Children: 2-17 yrs old,Female,Blood,0.14 uM,367396,,870517.0
Cortisol,4299,"Congenital Adrenal Insufficiency with 46,XY Sex Reversal",Newborn: 0 day-1 wk,Female,Blood,0.028 (-0.30-0.028) uM,198860,"Kim, C. J., Lin, L., Huang, N., Quigley, C. A., AvRuskin, T. W., Achermann, J. C. & Miller, W. L. Severe combined adrenal and gonadal deficiency caused by novel mutations in the cholesterol side chain cleavage enzyme, P450scc. J Clin Endocrinol Metab 93, 696-702 (2008).",18182448.0
Cortisol,5843,Glucocorticoid Resistance,Adult: >=18 yrs old,Male,Blood,0.84 (0.68-0.99) uM,366713,,23076843.0
Cortisol,5,3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency,Newborn: 0 day-1 wk,Male,Blood,0.35 uM,366682,,23705938.0
Cortisol,4185,Aromatase Deficiency,Children: 2-17 yrs old,Female,Blood,0.56 uM,199555,"Mullis, P. E., Yoshimura, N., Kuhlmann, B., Lippuner, K., Jaeger, P. & Harada, H. Aromatase deficiency in a female who is compound heterozygote for two new point mutations in the P450arom gene: impact of estrogens on hypergonadotropic hypogonadism, multicystic ovaries, and bone densitometry in childhood. J Clin Endocrinol Metab 82, 1739-1745 (1997).",9177373.0
Cortisol,1098,Corticosterone Methyloxidase Type I Deficiency,Infant: 1 wk-2 yrs old,Female,Blood,0.22 uM,366659,,27125267.0
Cortisol,1085,Lipoid Congenital Adrenal Hyperplasia,Infant: 1 wk-2 yrs old,Female,Blood,0.028 (-0.39-0.028) uM,367338,,9077535.0
Creatine,294,Rhabdomyolysis,Adult: >=18 yrs old,Female,Urine,1.5e+03 umol/mmol creatinine,1670,"Bairaktari, E., Seferiadis, K., Liamis, G., Psihogios, N., Tsolas, O. & Elisaf, M. Rhabdomyolysis-related renal tubular damage studied by proton nuclear magnetic resonance spectroscopy of urine. Clin Chem 48, 1106-1109 (2002).",12089184.0
Creatine,133,Schizophrenia,Adult: >=18 yrs old,Both,Blood,43.2 (25.1-61.3) uM,366669,,24713860.0
Creatine,330,Uremia,Adult: >=18 yrs old,Both,Blood,1.0e+03 (791.6-1.3e+03) uM,366719,,12675874.0
Cholesterol,178,Hypercholesterolemia,Adult: >=18 yrs old,Both,Blood,5.7e+03 (5.2e+03-6.2e+03) uM,1023," Report of the National Cholesterol Education Program Expert Panel on Detection, Evaluation, and Treatment of High Blood Cholesterol in Adults. The Expert Panel. Arch Intern Med 148, 36-69 (1988).",3422148.0
Cholesterol,308,Smith Lemli Opitz Syndrome,Infant: 1 wk-2 yrs old,Both,Blood,400.0 uM,1741,"van Rooij, A., Nijenhuis, A. A., Wijburg, F. A. & Schutgens, R. B. Highly increased CSF concentrations of cholesterol precursors in Smith-Lemli-Opitz syndrome. J Inherit Metab Dis 20, 578-580 (1997).",9266395.0
Cholesterol,1417,Donohue Syndrome,Newborn: 0 day-1 wk,Male,Blood,1.3e+03 uM,367341,,26871809.0
Epinephrine,21,Addison's Disease,Adult: >=18 yrs old,Male,Blood,0.00014 (0.00010-0.00018) uM,66,"Bornstein, S. R., Breidert, M., Ehrhart-Bornstein, M., Kloos, B. & Scherbaum, W. A. Plasma catecholamines in patients with Addison's disease. Clin Endocrinol (Oxf) 42, 215-218 (1995).",7704967.0
Pipecolic acid,6070,Zellweger Syndrome,Children: 2-17 yrs old,Unknown,Urine,114.2 (0.020-228.3) umol/mmol creatinine,1518,"van den Berg, G. A., Breukelman, H., Elzinga, H., Trijbels, J. M., Monnens, L. A. & Muskiet, F. A. Determination of pipecolic acid in urine and plasma by isotope dilution mass fragmentography. Clin Chim Acta 159, 229-237 (1986).",3769211.0
Pipecolic acid,24,Adrenoleukodystrophy,Children: 2-17 yrs old,Both,Urine,35.5 (0.93-70.0) umol/mmol creatinine,366734,,2894756.0
Pipecolic acid,266,Peroxisomal Diogenesis Disorder,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,1.7 (0.33-3.1) uM,1517,"Fujita, T., Hada, T. & Higashino, K. Origin of D- and L-pipecolic acid in human physiological fluids: a study of the catabolic mechanism to pipecolic acid using the lysine loading test. Clin Chim Acta 287, 145-156 (1999).",10509903.0
Pipecolic acid,37,Anemia,Unknown,Unknown,Cerebrospinal_Fluid,0.38 (0.11-1.3) uM,298,"Medana, I. M., Day, N. P., Salahifar-Sabet, H., Stocker, R., Smythe, G., Bwanaisa, L., Njobvu, A., Kayira, K., Turner, G. D., Taylor, T. E. & Hunt, N. H. Metabolites of the kynurenine pathway of tryptophan metabolism in the cerebrospinal fluid of Malawian children with malaria. J Infect Dis 188, 844-849 (2003).",12964115.0
Pipecolic acid,222,Meningitis,Unknown,Unknown,Cerebrospinal_Fluid,0.17 (0.12-0.23) uM,298,"Medana, I. M., Day, N. P., Salahifar-Sabet, H., Stocker, R., Smythe, G., Bwanaisa, L., Njobvu, A., Kayira, K., Turner, G. D., Taylor, T. E. & Hunt, N. H. Metabolites of the kynurenine pathway of tryptophan metabolism in the cerebrospinal fluid of Malawian children with malaria. J Infect Dis 188, 844-849 (2003).",12964115.0
Pipecolic acid,26,Refsum Disease,Infant: 1 wk-2 yrs old,Unknown,Blood,3.9 (-0.63-3.9) uM,367381,,2408988.0
Pipecolic acid,6070,Zellweger Syndrome,Newborn: 0 day-1 wk,Unknown,Blood,9.2 uM,366735,,9818927.0
Pipecolic acid,1621,Pyridoxine Dependent Epilepsy,Infant: 1 wk-2 yrs old,Unknown,Blood,12.9 (2.8-23.0) uM,143511,"Plecko, B., Paul, K., Paschke, E., Stoeckler-Ipsiroglu, S., Struys, E., Jakobs, C., Hartmann, H., Luecke, T., di Capua, M., Korenke, C., Hikel, C., Reutershahn, E., Freilinger, M., Baumeister, F., Bosch, F. & Erwa, W. Biochemical and molecular characterization of 18 patients with pyridoxine-dependent epilepsy and mutations of the antiquitin (ALDH7A1) gene. Hum Mutat 28, 19-26 (2007).",17068770.0
Pipecolic acid,1629,Infantile Refsum Disease,Infant: 1 wk-2 yrs old,Both,Blood,39.6 uM,85,"Poll-The, B. T., Saudubray, J. M., Ogier, H., Schutgens, R. B., Wanders, R. J., Schrakamp, G., van den Bosch, H., Trijbels, J. M., Poulos, A., Moser, H. W. & et, a. l. .. Infantile Refsum's disease: biochemical findings suggesting multiple peroxisomal dysfunction. J Inherit Metab Dis 9, 169-174 (1986).",2427795.0
Pipecolic acid,6070,Zellweger Syndrome,Adult: >=18 yrs old,Both,Blood,9.7 (6.6-12.8) uM,76,"Watkins, P. A., Chen, W. W., Harris, C. J., Hoefler, G., Hoefler, S., Blake, D. C. Jr, Balfe, A., Kelley, R. I., Moser, A. B., Beard, M. E. & et, a. l. .. Peroxisomal bifunctional enzyme deficiency. J Clin Invest 83, 771-777 (1989).",2921319.0
Pipecolic acid,24,Adrenoleukodystrophy,Newborn: 0 day-1 wk,Both,Blood,65.0 (2.0-128.0) uM,76,"Watkins, P. A., Chen, W. W., Harris, C. J., Hoefler, G., Hoefler, S., Blake, D. C. Jr, Balfe, A., Kelley, R. I., Moser, A. B., Beard, M. E. & et, a. l. .. Peroxisomal bifunctional enzyme deficiency. J Clin Invest 83, 771-777 (1989).",2921319.0
Deoxyinosine,285,Purine Nucleoside Phosphorylase Deficiency,Adult: >=18 yrs old,Both,Urine,3.2 umol/mmol creatinine,1650,"Chantin, C., Bonin, B., Boulieu, R. & Bory, C. Liquid-chromatographic study of purine metabolism abnormalities in purine nucleoside phosphorylase deficiency. Clin Chem 42, 326-328 (1996).",8595732.0
Deoxyinosine,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,1.6 (0-3.3) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
cis-Aconitic acid,557,Lewy Body Dementia,Adult: >=18 yrs old,Both,Saliva,2.7 (2.2-3.3) uM,366614,,23857558.0
cis-Aconitic acid,33,Alzheimer's Disease,Adult: >=18 yrs old,Male,Saliva,2.8 (0.69-4.9) uM,366614,,23857558.0
Dopamine,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,0.56 (0.16-0.96) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
Dopamine,45,Aromatic L Amino Acid Decarboxylase Deficiency,Infant: 1 wk-2 yrs old,Female,Urine,3.9 umol/mmol creatinine,366740,,9686366.0
Dopamine,208,Vitiligo,Infant: 1 wk-2 yrs old,Both,Urine,0.49 (0.43-0.55) umol/mmol creatinine,1216,"Cucchi, M. L., Frattini, P., Santagostino, G., Preda, S. & Orecchia, G. Catecholamines increase in the urine of non-segmental vitiligo especially during its active phase. Pigment Cell Res 16, 111-116 (2003).",12622787.0
Dopamine,186,Hypothyroidism,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,2.0e-05 (1.4e-05-2.6e-05) uM,1067,"Sjoberg, S., Eriksson, M. & Nordin, C. L-thyroxine treatment and neurotransmitter levels in the cerebrospinal fluid of hypothyroid patients: a pilot study. Eur J Endocrinol 139, 493-497 (1998).",9849813.0
Dopamine,222,Meningitis,Adult: >=18 yrs old,Unknown,Cerebrospinal_Fluid,0.00051 uM,367370,,4031843.0
Dopamine,124,Encephalitis,Adult: >=18 yrs old,Unknown,Cerebrospinal_Fluid,0.00029 uM,367370,,4031843.0
Dopamine,1243,Congenital Dopamine Beta-Hydroxylase Deficiency,Adult: >=18 yrs old,Unknown,Blood,0.00065 uM,367369,GeneReviews: Dopamine Beta-Hydroxylase Deficiency,
Dopamine,33,Alzheimer's Disease,Elderly: 65-100+ yrs old,Both,Blood,18.0 (15.6-20.5) uM,129,"Fonteh, A. N., Harrington, R. J., Tsai, A., Liao, P. & Harrington, M. G. Free amino acid and dipeptide changes in the body fluids from Alzheimer's disease subjects. Amino Acids 32, 213-224 (2007).",17031479.0
Dihydrouracil,114,Dihydropyrimidinase Deficiency,Infant: 1 wk-2 yrs old,Both,Urine,627.0 umol/mmol creatinine,702,"Sumi, S., Kidouchi, K., Ohba, S. & Wada, Y. Automated screening system for purine and pyrimidine metabolism disorders using high-performance liquid chromatography. J Chromatogr B Biomed Appl 672, 233-239 (1995).",8581129.0
Dihydrouracil,114,Dihydropyrimidinase Deficiency,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,81.5 (46.0-117.0) uM,699,"Van Kuilenburg, A. B., Stroomer, A. E., Van Lenthe, H., Abeling, N. G. & Van Gennip, A. H. New insights in dihydropyrimidine dehydrogenase deficiency: a pivotal role for beta-aminoisobutyric acid? Biochem J 379, 119-124 (2004).",14705962.0
Dehydroepiandrosterone,1086,Antley Bixler Syndrome With Genital Anomalies And Disordered Steroidogenesis,Infant: 1 wk-2 yrs old,Both,Blood,0.0053 (0.0024-0.0083) uM,366715,,16439592.0
Dehydroepiandrosterone,3,21 Hydroxylase Deficiency,Adult: >=18 yrs old,Female,Blood,0.0027 (0.0025-0.0028) uM,366690,,11826238.0
Dehydroepiandrosterone,1085,Lipoid Congenital Adrenal Hyperplasia,Adult: >=18 yrs old,Female,Blood,3.0e-05 (-0.0095-3.0e-05) uM,367338,,9077535.0
Cysteinylglycine,267,Phenylketonuria,Adult: >=18 yrs old,Both,Blood,6.0 (2.0-10.0) uM,1524,"Perry, T. L. & Hansen, S. Cystinylglycine in plasma: diagnostic relevance for pyroglutamic acidemia, homocystinuria, and phenylketonuria. Clin Chim Acta 117, 7-12 (1981).",7333014.0
Dihydrothymine,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,11.7 (6.4-16.9) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
Dihydrothymine,114,Dihydropyrimidinase Deficiency,Unknown,Both,Cerebrospinal_Fluid,12.0 (0-24.0) uM,652,"van Kuilenburg, A. B., Meijer, J., Dobritzsch, D., Meinsma, R., Duran, M., Lohkamp, B., Zoetekouw, L., Abeling, N. G., van Tinteren, H. L. & Bosch, A. M. Clinical, biochemical and genetic findings in two siblings with a dihydropyrimidinase deficiency. Mol Genet Metab 91, 157-164 (2007).",17383919.0
Dihydrothymine,55,Beta Ureidopropionase Deficiency,Adult: >=18 yrs old,Unknown,Cerebrospinal_Fluid,4.6 (4.0-5.2) uM,391,"van Kuilenburg, A. B., Meinsma, R., Beke, E., Assmann, B., Ribes, A., Lorente, I., Busch, R., Mayatepek, E., Abeling, N. G., van Cruchten, A., Stroomer, A. E., van Lenthe, H., Zoetekouw, L., Kulik, W., Hoffmann, G. F., Voit, T., Wevers, R. A., Rutsch, F. & van Gennip, A. H. beta-Ureidopropionase deficiency: an inborn error of pyrimidine degradation associated with neurological abnormalities. Hum Mol Genet 13, 2793-2801 (2004).",15385443.0
Deoxyguanosine,285,Purine Nucleoside Phosphorylase Deficiency,Adult: >=18 yrs old,Unknown,Urine,249.5 (177.0-322.0) umol/mmol creatinine,1651,"Wevers, R. A., Engelke, U. F., Moolenaar, S. H., Brautigam, C., de Jong, J. G., Duran, R., de Abreu, R. A. & van Gennip, A. H. 1H-NMR spectroscopy of body fluids: inborn errors of purine and pyrimidine metabolism. Clin Chem 45, 539-548 (1999).",10102915.0
Glycerophosphocholine,33,Alzheimer's Disease,Elderly: 65-100+ yrs old,Both,Cerebrospinal_Fluid,6.9 (3.7-10.1) uM,139,"Walter, A., Korth, U., Hilgert, M., Hartmann, J., Weichel, O., Hilgert, M., Fassbender, K., Schmitt, A. & Klein, J. Glycerophosphocholine is elevated in cerebrospinal fluid of Alzheimer patients. Neurobiol Aging 25, 1299-1303 (2004).",15465626.0
Dimethylamine,294,Rhabdomyolysis,Adult: >=18 yrs old,Female,Urine,52.0 umol/mmol creatinine,1670,"Bairaktari, E., Seferiadis, K., Liamis, G., Psihogios, N., Tsolas, O. & Elisaf, M. Rhabdomyolysis-related renal tubular damage studied by proton nuclear magnetic resonance spectroscopy of urine. Clin Chem 48, 1106-1109 (2002).",12089184.0
Cytidine,67,Canavan Disease,Adult: >=18 yrs old,Both,Urine,4.0 (2.3-5.8) umol/mmol creatinine,441,"Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).",16139832.0
Cytidine,557,Lewy Body Dementia,Adult: >=18 yrs old,Both,Saliva,0.22 (0.050-0.39) uM,366614,,23857558.0
Cytidine,33,Alzheimer's Disease,Adult: >=18 yrs old,Male,Saliva,0.39 (0.090-0.69) uM,366614,,23857558.0
Cytidine,67,Canavan Disease,Adult: >=18 yrs old,Both,Blood,0.26 (0.13-0.39) uM,441,"Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).",16139832.0
Dimethylglycine,83,Chronic Kidney Disease,Adult: >=18 yrs old,Both,Blood,4.8 (3.6-6.2) uM,519,"McGregor, D. O., Dellow, W. J., Lever, M., George, P. M., Robson, R. A. & Chambers, S. T. Dimethylglycine accumulates in uremia and predicts elevated plasma homocysteine concentrations. Kidney Int 59, 2267-2272 (2001).",11380830.0
Dimethylglycine,330,Uremia,Adult: >=18 yrs old,Both,Blood,5.6 uM,366719,,12675874.0
Citric acid,281,Propionic Acidemia,Adult: >=18 yrs old,Both,Urine,689.6 (642.3-736.9) umol/mmol creatinine,367345,,19551947.0
Citric acid,220,Maple Syrup Urine Disease,Adult: >=18 yrs old,Both,Urine,576.1 (560.9-591.3) umol/mmol creatinine,367345,,19551947.0
Citric acid,2761,Amish Type Microcephaly,Infant: 1 wk-2 yrs old,Both,Urine,178.0 (1.2-354.9) umol/mmol creatinine,366739,,12376931.0
Citric acid,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,478.3 (124.2-832.4) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
Citric acid,557,Lewy Body Dementia,Adult: >=18 yrs old,Both,Saliva,85.3 (76.3-94.3) uM,366614,,23857558.0
Citric acid,67,Canavan Disease,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,2.4e+03 uM,437,"Wevers, R. A., Engelke, U., Wendel, U., de Jong, J. G., Gabreels, F. J. & Heerschap, A. Standardized method for high-resolution 1H-NMR of cerebrospinal fluid. Clin Chem 41, 744-751 (1995).",7729054.0
Choline,212,Lung Cancer,Unknown,Both,Urine,3.0 (0-8.0) umol/mmol creatinine,3,"Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).",18953024.0
Choline,223,Spina Bifida,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,140.0 (0-320.0) uM,1313,"Pal, K., Sharma, U., Gupta, D. K., Pratap, A. & Jagannathan, N. R. Metabolite profile of cerebrospinal fluid in patients with spina bifida: a proton magnetic resonance spectroscopy study. Spine (Phila Pa 1976) 30, E68-E72 (2005).",15681999.0
Choline,33,Alzheimer's Disease,Elderly: 65-100+ yrs old,Both,Cerebrospinal_Fluid,2.5 (1.5-3.5) uM,139,"Walter, A., Korth, U., Hilgert, M., Hartmann, J., Weichel, O., Hilgert, M., Fassbender, K., Schmitt, A. & Klein, J. Glycerophosphocholine is elevated in cerebrospinal fluid of Alzheimer patients. Neurobiol Aging 25, 1299-1303 (2004).",15465626.0
D-Xylose,212,Lung Cancer,Unknown,Both,Urine,3.0 (0-17.0) umol/mmol creatinine,3,"Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).",18953024.0
