abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
14hmdz,,,,"1,4-Dihydroxy-Midazolam",,,,,,,,,,
14m3hpalmACP,,,,14-methyl-3-hydroxy-hexa-decanoyl-ACP,,,,,,,,,,
14m3hpentdecACP,,,,14-methyl-3-hydroxy-pentadecanoyl-ACP,,,,,,,,,,
14m3opalmACP,,,,14-methyl-3-oxo-hexa-decanoyl-ACP,,,,,,,,,,
14m3opentdecACP,,,,14-methyl-3-oxo-pentadecanoyl-ACP,,,,,,,,,,
14mpalmACP,,,,14-methyl-hexa-decanoyl-ACP,,,,,,,,,,
14mpentdecACP,,,,14-methyl-pentadecanoyl-ACP,,,,,,,,,,
14mtpalm2eACP,,,,14-methyl-trans-hexa-dec-2-enoyl-ACP,,,,,,,,,,
14mtpentdec2eACP,,,,14-methyl-trans-pentadec-2-enoyl-ACP,,,,,,,,,,
1513tacr,,,,"13,15-O-Didesmethyl Tacrolimus",,,,,,,,,,
1531tacr,,,,"15, 31-O-Didesmethyl-Tacrolimus",,,,,,,,,,
15dap,462-94-2,18127,"Human Metabolome Database (HMDB): Cadaverine is a foul-smelling diamine formed by bacterial decarboxylation of lysine that occurs during protein hydrolysis during putrefaction of animal tissue. However, this diamine is not purely associated with putrefaction. It is also produced in small quantities by mammals. In particular, it is partially responsible for the distinctive smell of urine and semen. Elevated levels of cadaverine have been found in the urine of some patients with defects in lysine metabolism. Cadaverine is toxic in large doses. In rats it had a low acute oral toxicity of more than 2000 mg/kg body weight (Wikipedia).","1,5-Diaminopentane",HMDB0002322,,,C01672,,,,,,
15dmt,,,,"15-DMT or M-III, 15-O-Desmethyl Tacrolimus",,,,,,,,,,
15HPET,,,,15S-Hydroperoxyeicosatetraenoate,,,,,,,15HPET,[H]OO[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],BFWYTORDSFIVKP-VAEKSGALSA-M,"InChI=1S/C20H32O4/c1-2-3-13-16-19(24-23)17-14-11-9-7-5-4-6-8-10-12-15-18-20(21)22/h4-5,8-11,14,17,19,23H,2-3,6-7,12-13,15-16,18H2,1H3,(H,21,22)/p-1/b5-4-,10-8-,11-9-,17-14+/t19-/m0/s1"
15kprostgf2,,,,15-Keto-Prostaglandin F2A,,,,,,,15kprostgf2,[H]O[C@]1([H])C([H])([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)[C@@]1([H])C(\[H])=C(/[H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],LOLJEILMPWPILA-AMFHKTBMSA-M,"InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,16-19,22-23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/p-1/b7-4-,13-12+/t16-,17-,18+,19-/m1/s1"
15m3hpalmACP,,,,15-methyl-3-hydroxy-hexa-decanoyl-ACP,,,,,,,,,,
15m3opalmACP,,,,15-methyl-3-oxo-hexa-decanoyl-ACP,,,,,,,,,,
15mpalmACP,,,,15-methyl-hexa-decanoyl-ACP,,,,,,,,,,
15mtpalm2eACP,,,,15-methyl-trans-hexa-dec-2-enoyl-ACP,,,,,,,,,,
15phytn,,,,15-cis-Phytoene,,,,,,,,,,
17ahprgnlone,387-79-1,28750,"Human Metabolome Database (HMDB): 17a-Hydroxypregnenolone is a 21-carbon steroid that is converted from pregnenolone by cytochrome P450 17alpha hydroxylase/C17,20 lyase (CYP17, EC 1.14.99.9). 17a-Hydroxypregnenolone is an intermediate in the delta-5 pathway of biosynthesis of gonadal steroid hormones and the adrenal corticosteroids. The first, rate-limiting and hormonally regulated step in the biosynthesis of all steroid hormones is the conversion of cholesterol to pregnenolone. The conversion of cholesterol to pregnenolone is accomplished by the cleavage of the cholesterol side chain, catalyzed by a mitochondrial cytochrome P450 enzyme termed P450scc where scc designates Side Chain Cleavage. All steroid hormones are made from the pregnenolone produced by P450scc; thus, the presence or absence of each of the activities of CYP17 directs this pregnenolone towards its final metabolic pathway. While all cytochrome P450 enzymes can catalyze multiple reactions on a single active site, CYP17 is the only one described to date in which these multiple activities are differentially regulated by a physiologic process. 17a-Hydroxypregnenolone is converted to dehydroepiandrosterone by the 17,20 lyase activity of CYP17. The ratio of the 17,20 lyase to 17 alpha-hydroxylase activity of CYP17 determines the ratio of C21 to C19 steroids produced. This ratio is regulated post-translationally by at least three factors: the abundance of the electron-donating protein P450 oxidoreductase, the presence of cytochrome b5, and the serine phosphorylation of CYP17. (PMID: 12573809).",17a-Hydroxypregnenolone,HMDB0000363,,,C05138,,FDB021982,17ahprgnlone,[H]O[C@]1([H])C([H])([H])C2=C([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@](O[H])(C(=O)C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],JERGUCIJOXJXHF-TVWVXWENSA-N,"InChI=1S/C21H32O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14,2)17(16)7-10-20(18,21)3/h4,15-18,23-24H,5-12H2,1-3H3/t15-,16+,17-,18-,19-,20-,21-/m0/s1"
17ahprgstrn,68-96-2,17252,"Human Metabolome Database (HMDB): It serves as an intermediate in the biosynthesis of hydrocortisone and gonadal steroid hormones. It is derived from progesterone via 17-hydroxylase, a P450c17 enzyme, or from 17-hydroxypregnenolone via 3&#946;-hydroxysteroid dehydrogenase/&#916;5-4 isomerase. 17-Hydroxyprogesterone is a natural progestin and in pregnancy increases in the third trimester primarily due to fetal adrenal production. This hormone is primarily produced in the adrenal glands and to some degree in the gonads, specifically the corpus luteum of the ovary. Normal levels are 3-90 ng/dl in children, and in women, 15-70 ng/dl prior to ovulation, and 35-290 ng/dl during the luteal phase. Measurements of levels of 17-hydroxyprogesterone are useful in the evaluation of patients with suspected congenital adrenal hyperplasia as the typical enzymes that are defective, namely 21-hydroxylase and 11&#946;-hydroxylase, lead to a build-up of 17OHP. In contrast, the rare patient with 17&#945;-hydroxylase deficiency will have very low or undetectable levels of 17OHP. 17OHP levels can also be used to measure contribution of progestational activity of the corpus luteum during pregnancy as progesterone but not 17OHP is also contributed by the placenta.",17-Hydroxyprogesterone,HMDB0000374,,,C01176,,FDB021992,17ahprgstrn,[H]O[C@]1(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],DBPWSSGDRRHUNT-CEGNMAFCSA-N,"InChI=1S/C21H30O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14,2)17(16)7-10-20(18,21)3/h12,16-18,24H,4-11H2,1-3H3/t16-,17+,18+,19+,20+,21+/m1/s1"
18harachd,124411-81-0,91132,"Human Metabolome Database (HMDB): (18R)-Hydroxyarachidonate is a substrate for CYP4F8 or leukotriene-B4 20-monooxygenase (EC 1.14.13.30). This enzyme hydroxylates arachdonic acid (20:4n-6) to (18R)-hydroxyarachidonate in the endoplasmic reticulum. This reaction is irreversible. CYP4F8 is a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and functions as a 19-hydroxylase of prostaglandins in seminal vesicles. In particular, CYP4F8 catalyzes the 2-hydroxylation of PGH1 and PGH2, which will lead to biosynthesis of the two main PGs of human seminal fluid, (19R)-hydroxy-PGE1 and (19R)-hydroxy-PGE2 (PMID: 10791960). 18-Hydroxyarachidonic acid is an intermediate in eicosanoid metabolism.",18-Hydroxyarachidonic acid,HMDB0006245,,,,,FDB023857,18harachd,[H]O[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,PPCHNRUZQWLEMF-LFFPGIGVSA-M,"InChI=1S/C20H32O3/c1-2-19(21)17-15-13-11-9-7-5-3-4-6-8-10-12-14-16-18-20(22)23/h4-7,10-13,19,21H,2-3,8-9,14-18H2,1H3,(H,22,23)/p-1/b6-4-,7-5-,12-10-,13-11-/t19-/m1/s1"
1a2425thvitd2,,,"Human Metabolome Database (HMDB): 1-alpha,24R,25-Trihydroxyvitamin D2 is a metabolite of vitamin D2 produced in vitro by perfusing isolated rat kidneys with 1,25-dihydroxyvitamin D2. It has been well established that 1,25-dihydroxyvitamin D3 is converted into various further metabolites in the kidney as a result of chemical reactions such as C-23, C-24, and C-26 hydroxylations, C-24 ketonization, and C-23:C-26 lactonization. (PMID: 3490274).","1-a,24R,25-Trihydroxyvitamin D2",HMDB0006227,,,,,FDB023847,1a2425thvitd2,[H]O[C@]1([H])C(=C([H])[H])\C(=C(\[H])/C(/[H])=C2\C([H])([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@@]([H])(C(\[H])=C(/[H])[C@](O[H])(C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H],KRGCLKZOZQUAFK-ABEKVIRTSA-N,"InChI=1S/C28H44O4/c1-18(13-15-28(6,32)26(3,4)31)23-11-12-24-20(8-7-14-27(23,24)5)9-10-21-16-22(29)17-25(30)19(21)2/h9-10,13,15,18,22-25,29-32H,2,7-8,11-12,14,16-17H2,1,3-6H3/b15-13+,20-9+,21-10-/t18-,22-,23-,24+,25+,27-,28-/m1/s1"
1a2425thvitd3,56142-94-0,47799,"Human Metabolome Database (HMDB): 24-Hydroxycalcitriol stimulates intestinal calcium transport but not bone calcium mobilization or phosphate transport reactions. (PMID: 163578). Vitamin D-24-hydroxylase (24-OHase) is a cytochrome P-450 enzyme that catalyzes the conversion of 1alpha,25-dihydroxyvitamin D3 [1,25-(OH)2D3] to 24-Hydroxycalcitriol (1,24,25-trihydroxyvitamin D3). (PMID: 9165006). The administration of 24-Hydroxycalcitriol at doses of 0.2 and 0.3 microg/kg/day produced strong anabolic effects, especially on vertebral cancellous bone that can prevent estrogen depletion-induced bone loss in ovariectomized (OVX) rats. (PMID: 9115161).",24-Hydroxycalcitriol,HMDB0006228,,,,,FDB023848,,[H]O[C@]([H])(C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])\C(=C(/[H])\C(\[H])=C3/C(=C([H])[H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H],WFZKUWGUJVKMHC-UKBUZQLGSA-N,"InChI=1S/C27H44O4/c1-17(8-13-25(30)26(3,4)31)22-11-12-23-19(7-6-14-27(22,23)5)9-10-20-15-21(28)16-24(29)18(20)2/h9-10,17,21-25,28-31H,2,6-8,11-16H2,1,3-5H3/b19-9+,20-10-/t17-,21-,22-,23+,24+,25-,27-/m1/s1"
1a25dhvitd2,60133-18-8,86320,"Human Metabolome Database (HMDB): Ercalcitriol is the active circulating metabolite of vitamin D2. Vitamin D2 is modified by 25-hydroxylase in the liver and 25-hydroxyvitamin D *-hydroxylase in the kidney to form the active metabolite, ercalcitriol, which is then metabolized by 25-hydroxyvitamin D-24-hydroxylase (24-OHase, CYP24A1, EC 1.14.13.13). The binding of ercalcitriol or their analogs to Vitamin D receptor (VDR), a nuclear receptor, activates VDR to interact with retinoid X receptor (RXR) and forms the VDR/RXR/cofactor complex, which binds to Vitamin D response elements in the promoter region of target genes to regulate gene transcription. The kidney is the major site of 25-hydroxyvitamin D*-hydroxylase (CYP27B1, EC 1.14.13.13), which is responsible for the activation of 25-hydroxyvitamin D. Of all the steroid hormones, ercalcitriol represents the most difficult challenge to the analytical biochemist with respect to quantization. Ercalcitriol circulates at pmol concentrations, is highly lipophilic and its precursor, 25-hydroxyvitamin D2, circulates at nmol levels. (PMID: 16242929, 17867378, 17197173).",Ercalcitriol,HMDB0006225,,,,,FDB023845,1a25dhvitd2,[H]O[C@]1([H])C(=C([H])[H])\C(=C(\[H])/C(/[H])=C2\C([H])([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@@]([H])(C(\[H])=C(/[H])[C@]([H])(C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H],ZGLHBRQAEXKACO-XJRQOBMKSA-N,"InChI=1S/C28H44O3/c1-18(9-10-19(2)27(4,5)31)24-13-14-25-21(8-7-15-28(24,25)6)11-12-22-16-23(29)17-26(30)20(22)3/h9-12,18-19,23-26,29-31H,3,7-8,13-17H2,1-2,4-6H3/b10-9+,21-11+,22-12-/t18-,19+,23-,24-,25+,26+,28-/m1/s1"
1a25dhvitd3,32222-06-3,17823,"Human Metabolome Database (HMDB): The physiologically active form of vitamin D. It is formed primarily in the kidney by enzymatic hydroxylation of 25-hydroxycholecalciferol (calcifediol). Its production is stimulated by low blood calcium levels and parathyroid hormone. Calcitriol increases intestinal absorption of calcium and phosphorus, and in concert with parathyroid hormone increases bone resorption.--PubChem.",Calcitriol,HMDB0001903,,,C01673,CALCITRIOL,FDB021822,1a25dhvitd3,[H]O[C@]1([H])C(=C([H])[H])\C(=C(\[H])/C(/[H])=C2\C([H])([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H],GMRQFYUYWCNGIN-NKMMMXOESA-N,"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24+,25+,27-/m1/s1"
1agpe120,,,,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),,,,,,,,,,
1agpe140,,,,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),,,,,,,,,,
1agpe141,,,,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),,,,,,,,,,
1agpe160,,,,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),,,,,,,,,,
1agpe161,,,,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),,,,,,,,,,
1agpe180,,,,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),,,,,,,,,,
1agpe181,,,,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1),,,,,,,,,,
1agpg120,,,,1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),,,,,,,,,,
1agpg140,,,,1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),,,,,,,,,,
1agpg141,,,,1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),,,,,,,,,,
1agpg160,,,,1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),,,,,,,,,,
1agpg161,,,,1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),,,,,,,,,,
1agpg180,,,,1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),,,,,,,,,,
1agpg181,,,,1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),,,,,,,,,,
1aihpdecg3p,,,,"1-anteisoheptadecanoyl-sn-glycerol 3-phosphate (14-methyl-hexadecanoyl, anteiso-C17)",,,,,,,,,,
1aipdecg3p,,,,"1-anteisopentadecanoyl-sn-glycerol 3-phosphate (12-methyl-tetradecanoyl, anteiso-C15)",,,,,,,,,,
1ddecg3p,,57970,,1-acyl-sn-glycerol 3-phosphate(2-),,,,,,,,,,
1glyc_hs,,,,1 Acyl Phosphoglycerol,,,,,,,1glyc_hs,,,
1h2npt,,,,1-Hydroxy-2-naphthoate,,,,,,,,,,
1hdec9eg3p,,,,1-hexadec-9-enoyl-sn-glycerol 3-phosphate,,,,,,,,,,
1hdecg3p,,,,1-hexadecanoyl-sn-glycerol 3-phosphate,,,,,,,,,,
1hibup_S,,,,1-Hydroxy S-Ibuprofen,,,,,,,,,,
1hibupglu_S,,,,1-hydroxy S-ibuprofen-glucuronide,,,,,,,,,,
1hmdgluc,,,,1'-OH-Midazolam-Glucuronide,,,,,,,,,,
1ihdecg3p,,,,"1-isohexadecanoyl-sn-glycerol 3-phosphate (14-methyl-pentadecanoyl, iso-C16)",,,,,,,,,,
1ihpdecg3p,,,,"1-isoheptadecanoyl-sn-glycerol 3-phosphate (15-methyl-hexadecanoyl, iso-C17)",,,,,,,,,,
1ipdecg3p,,,,"1-isopentadecanoyl-sn-glycerol 3-phosphate (13-methyl-tetradecanoyl, iso-C15)",,,,,,,,,,
1itdecg3p,,,,"1-isotetradecanoyl-sn-glycerol 3-phosphate (12-methyl-tridecanoyl, iso-C14)",,,,,,,,,,
1mncam,3106-60-3,16797,Human Metabolome Database (HMDB): 1-Methylnicotinamide is a metabolite of nicotinamide and is produced primarily in the liver. It has anti-inflammatory properties (PMID 16197374). It is a product of nicotinamide N-methyltransferase [EC 2.1.1.1] in the pathway of nicotinate and nicotinamide metabolism (KEGG). 1-Methylnicotinamide may be an endogenous activator of prostacyclin production and thus may regulate thrombotic as well as inflammatory processes in the cardiovascular system (PMID: 17641676).,1-Methylnicotinamide,HMDB0000699,,,C02918,CPD-396,FDB022188,1mncam,[H]N([H])C(=O)C1=C([H])[N+](=C([H])C([H])=C1[H])C([H])([H])[H],LDHMAVIPBRSVRG-UHFFFAOYSA-O,"InChI=1S/C7H8N2O/c1-9-4-2-3-6(5-9)7(8)10/h2-5H,1H3,(H-,8,10)/p+1"
1mpyr,,27435,"Human Metabolome Database (HMDB): This compound belongs to the family of Pyrrolines. These are compounds containing a pyrroline ring, which is a five-member unsaturated aliphatic ring with one nitrogen atom and four carbon atoms.",1-Methylpyrrolinium,HMDB0060253,,,,CPD-7994,,,[H]C1=[N+](C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],FDWZAOGDOVQOLD-UHFFFAOYSA-N,"InChI=1S/C5H10N/c1-6-4-2-3-5-6/h4H,2-3,5H2,1H3/q+1"
1odec11eg3p,,,,1-octadec-11-enoyl-sn-glycerol 3-phosphate,,,,,,,,,,
1odecg3p,,,,1-octadecanoyl-sn-glycerol 3-phosphate,,,,,,,,,,
1ohmdz,,,,1'-OH-Midazolam,,,,,,,,,,
1p2cbxl,,36761,Human Metabolome Database (HMDB): 1-Pyrroline-2-carboxylic acid is a terminal product of D-proline metabolism. Specifically D-proline is converted to 1-Pyrroline-2-carboxylic acid via D-amino acid oxidase. This spontaneously breaks down to 2-oxo-5-amino-valerate.,1-Pyrroline-2-carboxylic acid,HMDB0006875,,,C03564,DELTA1-PYRROLINE_2-CARBOXYLATE,FDB024129,,[H]C1([H])N=C(C([O-])=O)C([H])([H])C1([H])[H],RHTAIKJZSXNELN-UHFFFAOYSA-M,"InChI=1S/C5H7NO2/c7-5(8)4-2-1-3-6-4/h1-3H2,(H,7,8)/p-1"
1p3h5c,22573-88-2,27391,"Human Metabolome Database (HMDB): Pyrroline hydroxycarboxylic acid is a metabolite identified in the urine of patients with type II hyperprolinemia. (OMIM 239510). The urinary excretion of Pyrroline hydroxycarboxylic acid increased in hyperprolinemic patients but not in healthy controls during oral loading of hydroxyproline and hydroxyproline-ornithine. (PMID: 533224). Hyperprolinemia type II (HP II) is a rare inherited metabolic disease due to the deficiency of pyroline-5-carboxylate dehydrogenase. It is generally believed to be a benign condition although some patients have neurological problems such as refractory convulsions. (PMID: 15214748). The oxidation of pyrroline-carboxylate generates glutamate and pyrroline-hydroxycarboxylate, a reaction catalyzed by hydroxyproline oxidase (PMID: 500817).",Pyrroline hydroxycarboxylic acid,HMDB0001369,,,C04281,PYRROLINE-HYDROXY-CARBOXYLATE,FDB022582,1p3h5c,[H]O[C@@]1([H])C([H])=N[C@]([H])(C([O-])=O)C1([H])[H],WFOFKRKDDKGRIK-IUYQGCFVSA-M,"InChI=1S/C5H7NO3/c7-3-1-4(5(8)9)6-2-3/h2-4,7H,1H2,(H,8,9)/p-1/t3-,4+/m0/s1"
1p4h2cbxl,,,"Human Metabolome Database (HMDB): Much or all of the pyrrole-2-carboxylate (PCA) in human urine may be formed in urine from a labile precursor, presumably delta(1)-pyrroline-4-hydroxy-2-carboxylate. Normal human values for endogenous urinary PCA in 16 individuals averaged 0.51 mumol/day, with a range of 0.20-1.3 mumol and a SD of 0.31 mumol. The probable source of human PCA is free hydroxy-L-proline, as inferred from the high value for PCA in the urine of a subject with hereditary hydroxyprolinemia, and from the threeto eightfold elevation in PCA excretion by two normal subjects after a large oral load of hydroxyl-L-proline. (PMID: 4430715).",1-Pyrroline-4-hydroxy-2-carboxylate,HMDB0002234,,,,,,,,,
1pipdn2c,2756-89-0,30912,"Human Metabolome Database (HMDB): delta 1-Piperidine-2-carboxylic acid (P2C), an intermediate of the L-lysine metabolic pathway in the brain; the uptake of P2C into the synaptosome of the cerebral cortex was Na+ and temperature-dependent (PMID 7654748 ).",D-1-Piperideine-2-Carboxylic Acid,HMDB0001084,,,C04092,delta(1)-piperideine-2-carboxylate,FDB022415,1pipdn2c,[H]OC(=O)C1=NC([H])([H])C([H])([H])C([H])([H])C1([H])[H],GEJXSVNGWOSZPC-UHFFFAOYSA-N,"InChI=1S/C6H9NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H2,(H,8,9)"
1pyr5c,64199-88-8,371,,1-Pyrroline-5-Carboxylate,,,,C03912,,,1pyr5c,[H]C1=NC([H])(C([O-])=O)C([H])([H])C1([H])[H],DWAKNKKXGALPNW-UHFFFAOYSA-M,"InChI=1S/C5H7NO2/c7-5(8)4-2-1-3-6-4/h3-4H,1-2H2,(H,7,8)/p-1"
1tdec7eg3p,,,,1-tetradec-7-enoyl-sn-glycerol 3-phosphate,,,,,,,,,,
1tdecg3p,,,,1-tetradecanoyl-sn-glycerol 3-phosphate,,,,,,,,,,
20ahchsterol,516-72-3,1296,"Human Metabolome Database (HMDB): 20 alpha-hydroxycholesterol participates in C21-Steroid hormone metabolism. 20 alpha-hydroxycholesterol is produced by the reaction between cholesterol and the enzyme, cholesterol monooxygenase (side-chain-cleaving) [EC:1.14.15.6].",20alpha-Hydroxycholesterol,HMDB0006283,,,C05500,20A-HYDROXY-CHOLESTEROL,FDB023876,20ahchsterol,[H]O[C@]1([H])C([H])([H])C2=C([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@]([H])([C@](O[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],MCKLJFJEQRYRQT-APGJSSKUSA-N,"InChI=1S/C27H46O2/c1-18(2)7-6-14-27(5,29)24-11-10-22-21-9-8-19-17-20(28)12-15-25(19,3)23(21)13-16-26(22,24)4/h8,18,20-24,28-29H,6-7,9-17H2,1-5H3/t20-,21-,22-,23-,24-,25-,26-,27-/m0/s1"
